,index,loan_amnt,int_rate,installment,home_ownership,annual_inc,verification_status,loan_status,pymnt_plan,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag
41230,41230,19200.0,0.1862,494.06,RENT,105000.0,Source Verified,high_risk,n,22.87,2.0,1.0,8.0,0.0,9497.0,22.0,f,18188.39,18188.39,3913.7,3913.7,1011.61,2902.09,0.0,0.0,0.0,0.94,0.0,1.0,Individual,0.0,0.0,29693.0,1.0,4.0,1.0,1.0,5.0,20196.0,33.0,0.0,0.0,4963.0,39.0,13800.0,1.0,2.0,1.0,1.0,4242.0,4303.0,68.8,0.0,0.0,157.0,138.0,31.0,5.0,0.0,33.0,5.0,1.0,3.0,3.0,3.0,5.0,13.0,4.0,9.0,3.0,7.0,0.0,0.0,1.0,1.0,72.2,33.3,0.0,0.0,76032.0,29693.0,13800.0,62232.0,N,N
41281,41281,10525.0,0.11019999999999999,344.68,RENT,65000.0,Not Verified,high_risk,n,20.85,0.0,0.0,25.0,0.0,6259.0,75.0,f,0.0,0.0,676.47,676.47,498.32,178.15,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,164631.0,1.0,15.0,1.0,3.0,6.0,158372.0,142.0,1.0,1.0,3461.0,70.0,87500.0,0.0,0.0,1.0,4.0,6585.0,70938.0,7.9,0.0,0.0,150.0,161.0,11.0,6.0,0.0,11.0,3.0,0.0,3.0,5.0,8.0,13.0,51.0,10.0,24.0,5.0,25.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,214389.0,164631.0,77000.0,126889.0,N,N
41307,41307,16375.0,0.20550000000000002,438.87,RENT,34600.0,Source Verified,high_risk,n,14.57,0.0,2.0,6.0,1.0,1572.0,11.0,w,16055.39,16055.39,2595.83,2595.83,319.61,2276.22,0.0,0.0,0.0,438.87,0.0,1.0,Individual,0.0,0.0,23223.0,2.0,4.0,1.0,4.0,6.0,21651.0,100.0,1.0,1.0,1220.0,91.0,3800.0,3.0,0.0,2.0,5.0,3871.0,2228.0,41.4,0.0,0.0,172.0,164.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,8.0,2.0,3.0,2.0,6.0,0.0,0.0,0.0,2.0,100.0,50.0,1.0,0.0,25425.0,23223.0,3800.0,21625.0,N,N
41324,41324,40000.0,0.08810000000000001,1268.46,MORTGAGE,147000.0,Not Verified,high_risk,n,20.37,0.0,1.0,20.0,0.0,25233.0,60.0,w,35460.47,35460.47,6836.2,6836.2,4539.53,2296.67,0.0,0.0,0.0,1268.46,0.0,1.0,Individual,0.0,0.0,273474.0,0.0,4.0,0.0,5.0,13.0,29335.0,51.0,2.0,4.0,3983.0,40.0,79600.0,1.0,2.0,3.0,9.0,13674.0,45287.0,34.8,0.0,0.0,139.0,202.0,9.0,9.0,6.0,21.0,1.0,0.0,12.0,15.0,12.0,23.0,21.0,15.0,33.0,15.0,20.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,362560.0,54568.0,69500.0,57960.0,N,N
41370,41370,25000.0,0.2565,1002.62,MORTGAGE,237000.0,Not Verified,high_risk,n,17.16,0.0,0.0,29.0,0.0,49592.0,39.0,w,24638.63,24638.63,4941.85,4941.85,361.37,4580.48,0.0,0.0,0.0,1002.62,0.0,1.0,Individual,0.0,0.0,63166.0,0.0,2.0,0.0,0.0,43.0,13090.0,28.0,2.0,4.0,6024.0,59.0,74100.0,3.0,1.0,9.0,4.0,2178.0,8005.0,77.4,0.0,0.0,118.0,143.0,7.0,7.0,0.0,7.0,2.0,0.0,13.0,25.0,14.0,17.0,5.0,26.0,33.0,25.0,29.0,0.0,0.0,0.0,2.0,100.0,64.3,0.0,0.0,128675.0,63166.0,40500.0,54014.0,N,N
41372,41372,17175.0,0.1862,441.95,MORTGAGE,65000.0,Not Verified,high_risk,n,41.53,0.0,0.0,11.0,0.0,22719.0,14.0,w,16771.41,16771.41,3147.59,3147.59,403.59,2744.0,0.0,0.0,0.0,441.95,0.0,1.0,Joint App,0.0,0.0,170897.0,0.0,3.0,1.0,2.0,7.0,47759.0,56.0,2.0,3.0,10962.0,57.0,37700.0,2.0,0.0,2.0,5.0,15536.0,7370.0,74.1,0.0,0.0,78.0,76.0,8.0,7.0,1.0,41.0,7.0,0.0,3.0,6.0,3.0,3.0,6.0,7.0,7.0,6.0,11.0,0.0,0.0,0.0,3.0,100.0,33.3,0.0,0.0,253988.0,70478.0,28500.0,85250.0,N,N
41418,41418,3000.0,0.1862,109.4,OWN,55000.0,Source Verified,high_risk,n,5.69,1.0,1.0,6.0,0.0,2492.0,11.0,w,0.0,0.0,321.99,321.99,167.48,154.51,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,3326.0,1.0,1.0,0.0,0.0,30.0,834.0,29.0,1.0,3.0,1129.0,31.0,7800.0,0.0,3.0,1.0,3.0,554.0,4003.0,31.0,0.0,0.0,91.0,90.0,2.0,2.0,0.0,16.0,2.0,0.0,3.0,4.0,3.0,3.0,3.0,5.0,8.0,4.0,6.0,0.0,0.0,0.0,1.0,90.9,33.3,0.0,0.0,10708.0,3326.0,5800.0,2908.0,N,N
41427,41427,23325.0,0.08810000000000001,739.67,MORTGAGE,120000.0,Not Verified,high_risk,n,37.01,0.0,0.0,17.0,0.0,32038.0,37.0,w,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,200883.0,0.0,4.0,0.0,3.0,14.0,82219.0,63.0,0.0,1.0,9816.0,57.0,57600.0,2.0,0.0,1.0,4.0,11817.0,17669.0,60.0,0.0,0.0,125.0,228.0,21.0,14.0,5.0,21.0,8.0,0.0,7.0,9.0,7.0,12.0,15.0,10.0,16.0,9.0,17.0,0.0,0.0,0.0,0.0,85.7,42.9,0.0,0.0,318860.0,116066.0,44200.0,134475.0,N,N
41533,41533,20000.0,0.20550000000000002,748.89,OWN,235729.0,Source Verified,high_risk,n,10.08,0.0,0.0,7.0,0.0,18129.0,12.0,w,15949.94,15949.94,7443.23,7443.23,4050.06,3393.17,0.0,0.0,0.0,748.89,0.0,1.0,Individual,0.0,0.0,46125.0,0.0,2.0,1.0,1.0,11.0,27996.0,65.0,0.0,0.0,8601.0,75.0,18200.0,2.0,0.0,1.0,1.0,6589.0,71.0,99.6,0.0,0.0,45.0,469.0,38.0,11.0,1.0,42.0,11.0,0.0,5.0,5.0,5.0,6.0,2.0,5.0,9.0,5.0,7.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,61240.0,46125.0,18200.0,43040.0,N,N
41558,41558,40000.0,0.0702,1235.45,MORTGAGE,40000.0,Verified,high_risk,n,19.08,1.0,0.0,20.0,0.0,5804.0,25.0,w,0.0,0.0,1204.25,1204.25,1001.45,202.8,0.0,0.0,0.0,1235.45,0.0,1.0,Joint App,0.0,0.0,226429.0,1.0,9.0,0.0,0.0,36.0,76092.0,113.0,1.0,4.0,3877.0,60.0,68700.0,0.0,0.0,1.0,5.0,11321.0,54896.0,9.6,0.0,0.0,111.0,71.0,8.0,5.0,3.0,8.0,6.0,0.0,2.0,2.0,8.0,10.0,10.0,10.0,12.0,2.0,20.0,0.0,0.0,0.0,2.0,88.0,12.5,0.0,0.0,280950.0,81896.0,60700.0,67250.0,N,N
41593,41593,40000.0,0.1308,911.77,RENT,480000.0,Source Verified,high_risk,n,8.04,0.0,0.0,9.0,0.0,45083.0,16.0,w,0.0,0.0,1765.41,1765.41,956.73,808.68,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,46962.0,0.0,2.0,0.0,1.0,23.0,1879.0,3.0,0.0,0.0,23056.0,37.0,61700.0,1.0,0.0,0.0,2.0,5218.0,14255.0,75.8,0.0,0.0,37.0,162.0,41.0,8.0,2.0,41.0,23.0,0.0,4.0,5.0,5.0,9.0,2.0,6.0,11.0,5.0,9.0,0.0,0.0,0.0,1.0,100.0,40.0,0.0,0.0,127144.0,46962.0,58900.0,60000.0,N,N
41595,41595,10625.0,0.11710000000000001,351.44,MORTGAGE,50000.0,Source Verified,high_risk,n,44.19,0.0,0.0,9.0,0.0,2191.0,40.0,w,9562.96,9562.96,1743.38,1743.38,1062.04,681.34,0.0,0.0,0.0,351.44,0.0,1.0,Joint App,0.0,0.0,318323.0,2.0,3.0,2.0,2.0,2.0,50095.0,77.0,1.0,3.0,1573.0,73.0,6600.0,1.0,2.0,0.0,5.0,35369.0,27.0,98.3,0.0,0.0,126.0,455.0,12.0,2.0,3.0,32.0,17.0,1.0,1.0,2.0,1.0,9.0,13.0,5.0,22.0,2.0,8.0,0.0,0.0,0.0,3.0,92.5,100.0,0.0,0.0,356091.0,52286.0,1600.0,64785.0,N,N
41639,41639,4250.0,0.2305,164.63,RENT,50000.0,Not Verified,high_risk,n,29.62,0.0,2.0,8.0,0.0,3045.0,17.0,w,0.0,0.0,483.01,483.01,167.58,315.43,0.0,0.0,0.0,164.63,0.0,1.0,Individual,0.0,8929.0,31248.0,1.0,2.0,0.0,2.0,18.0,28203.0,69.0,1.0,4.0,701.0,67.0,5600.0,6.0,1.0,5.0,6.0,3906.0,174.0,84.2,0.0,0.0,90.0,253.0,4.0,4.0,0.0,17.0,4.0,1.0,2.0,5.0,2.0,2.0,7.0,6.0,10.0,5.0,8.0,0.0,0.0,0.0,1.0,88.2,50.0,0.0,0.0,46500.0,31248.0,1100.0,40900.0,N,N
41666,41666,40000.0,0.16949999999999998,993.03,RENT,160000.0,Not Verified,high_risk,n,19.14,0.0,2.0,13.0,0.0,41609.0,24.0,w,0.0,0.0,8051.31,8051.31,1129.75,1774.01,0.0,5147.55,926.559,993.03,0.0,1.0,Individual,0.0,0.0,83561.0,0.0,4.0,0.0,3.0,17.0,41952.0,68.0,0.0,1.0,5130.0,67.0,62600.0,3.0,7.0,6.0,4.0,6428.0,4906.0,70.4,0.0,0.0,120.0,92.0,18.0,17.0,0.0,38.0,2.0,0.0,4.0,9.0,4.0,4.0,11.0,9.0,13.0,9.0,13.0,0.0,0.0,0.0,0.0,100.0,25.0,0.0,0.0,124202.0,83561.0,16600.0,61602.0,N,N
41695,41695,9000.0,0.0756,280.21,OWN,125000.0,Source Verified,high_risk,n,7.7,0.0,0.0,9.0,0.0,9050.0,14.0,w,7171.99,7171.99,2234.12,2234.12,1828.01,406.11,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,24004.0,1.0,1.0,0.0,1.0,23.0,14954.0,72.0,1.0,2.0,3850.0,78.0,9900.0,5.0,0.0,0.0,3.0,2667.0,850.0,91.4,0.0,0.0,141.0,49.0,6.0,6.0,0.0,6.0,13.0,1.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,9.0,0.0,0.0,0.0,1.0,100.0,87.5,0.0,0.0,30804.0,24004.0,9900.0,20904.0,N,N
41774,41774,40000.0,0.1033,856.4,MORTGAGE,104000.0,Source Verified,high_risk,n,27.76,0.0,2.0,13.0,0.0,6040.0,47.0,w,35352.41,35352.41,7661.69,7661.69,4647.59,3014.1,0.0,0.0,0.0,0.0,0.0,1.0,Joint App,0.0,0.0,659197.0,1.0,6.0,2.0,2.0,10.0,114327.0,83.0,2.0,3.0,4611.0,59.0,29700.0,4.0,2.0,14.0,7.0,50707.0,19957.0,19.2,0.0,0.0,128.0,184.0,8.0,6.0,4.0,12.0,4.0,0.0,2.0,3.0,3.0,15.0,14.0,6.0,29.0,3.0,13.0,0.0,0.0,0.0,5.0,95.7,0.0,0.0,0.0,703067.0,120367.0,24700.0,131467.0,N,N
41795,41795,6400.0,0.14300000000000002,219.68,OWN,36000.0,Not Verified,high_risk,n,23.7,1.0,0.0,8.0,0.0,10887.0,18.0,w,5071.17,5071.17,1966.95,1966.95,1328.83,638.12,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,60469.0,0.0,1.0,1.0,1.0,7.0,2125.0,18.0,0.0,1.0,3889.0,49.0,14800.0,0.0,0.0,1.0,2.0,7559.0,3578.0,66.9,0.0,0.0,75.0,379.0,16.0,7.0,4.0,16.0,2.0,0.0,4.0,6.0,4.0,6.0,3.0,6.0,11.0,6.0,8.0,0.0,0.0,0.0,1.0,83.3,50.0,0.0,0.0,76475.0,13012.0,10800.0,11675.0,N,N
41812,41812,30000.0,0.0819,942.73,MORTGAGE,140000.0,Source Verified,high_risk,n,13.24,1.0,0.0,11.0,0.0,27816.0,50.0,w,17701.52,17701.52,13684.27,13684.27,12298.48,1385.79,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,866.0,317499.0,0.0,2.0,0.0,0.0,26.0,289683.0,69.0,1.0,2.0,5282.0,57.0,52300.0,0.0,2.0,1.0,2.0,28864.0,12864.0,45.0,1.0,0.0,173.0,207.0,12.0,12.0,0.0,12.0,12.0,2.0,3.0,7.0,4.0,8.0,29.0,9.0,21.0,7.0,11.0,0.0,0.0,0.0,1.0,93.9,0.0,0.0,0.0,262038.0,317499.0,23400.0,209738.0,N,N
41824,41824,35000.0,0.2305,987.68,MORTGAGE,70000.0,Not Verified,high_risk,n,7.94,0.0,0.0,17.0,0.0,927.0,28.0,w,0.0,0.0,5382.54,5382.54,315.39,582.65,0.0,4484.5,807.21,0.0,0.0,1.0,Individual,0.0,7397.0,9055.0,0.0,1.0,0.0,1.0,15.0,8128.0,68.0,2.0,5.0,552.0,20.0,33100.0,1.0,1.0,0.0,6.0,533.0,23242.0,2.3,0.0,0.0,126.0,184.0,7.0,7.0,1.0,7.0,15.0,0.0,2.0,3.0,9.0,11.0,2.0,16.0,25.0,3.0,17.0,0.0,0.0,0.0,2.0,89.3,0.0,0.0,0.0,45100.0,9055.0,23800.0,12000.0,N,N
41832,41832,8000.0,0.2305,309.89,MORTGAGE,52000.0,Source Verified,high_risk,n,31.73,2.0,2.0,13.0,0.0,17107.0,20.0,w,8000.0,8000.0,904.09,904.09,0.0,904.09,0.0,0.0,0.0,154.95,0.0,1.0,Individual,0.0,1649.0,119549.0,1.0,3.0,2.0,2.0,1.0,27620.0,97.0,1.0,1.0,2717.0,60.0,34200.0,5.0,1.0,9.0,3.0,9196.0,2526.0,70.3,0.0,0.0,77.0,237.0,10.0,1.0,1.0,35.0,0.0,0.0,4.0,7.0,4.0,6.0,5.0,9.0,14.0,7.0,12.0,0.0,0.0,0.0,3.0,85.0,50.0,0.0,0.0,199334.0,44727.0,8500.0,47134.0,N,N
41868,41868,35000.0,0.08810000000000001,1109.9,OWN,85000.0,Source Verified,high_risk,n,23.34,0.0,0.0,10.0,0.0,32949.0,14.0,w,29714.34,29714.34,7735.04,7735.04,5285.66,2449.38,0.0,0.0,0.0,1109.9,0.0,1.0,Individual,0.0,0.0,40531.0,0.0,1.0,0.0,0.0,27.0,7582.0,36.0,2.0,2.0,16528.0,61.0,45100.0,0.0,0.0,1.0,2.0,4053.0,8670.0,75.5,0.0,0.0,93.0,85.0,11.0,11.0,0.0,11.0,10.0,0.0,5.0,8.0,5.0,7.0,2.0,9.0,12.0,8.0,10.0,0.0,0.0,0.0,2.0,100.0,40.0,0.0,0.0,66100.0,40531.0,35400.0,21000.0,N,N
41871,41871,40000.0,0.0819,1256.97,RENT,65000.0,Not Verified,high_risk,n,33.6,0.0,0.0,15.0,0.0,3832.0,21.0,w,0.0,0.0,5976.66,5976.66,856.57,364.0,0.0,4756.09,856.0962,1256.97,0.0,1.0,Individual,0.0,0.0,45434.0,1.0,3.0,1.0,3.0,8.0,41602.0,55.0,2.0,4.0,3832.0,31.0,71500.0,2.0,2.0,3.0,7.0,3245.0,56268.0,6.4,0.0,0.0,99.0,162.0,5.0,5.0,0.0,5.0,8.0,0.0,1.0,1.0,10.0,11.0,6.0,12.0,15.0,1.0,15.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,147234.0,45434.0,60100.0,75734.0,N,N
41874,41874,12000.0,0.2305,464.83,MORTGAGE,160000.0,Verified,high_risk,n,21.43,0.0,1.0,22.0,0.0,44139.0,35.0,w,0.0,0.0,1428.59,1428.59,537.99,890.6,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,376352.0,2.0,8.0,2.0,4.0,2.0,83338.0,90.0,1.0,4.0,9869.0,61.0,117900.0,1.0,3.0,2.0,10.0,17107.0,45111.0,41.0,0.0,0.0,137.0,128.0,6.0,2.0,2.0,6.0,2.0,0.0,6.0,7.0,7.0,7.0,18.0,12.0,13.0,7.0,22.0,0.0,0.0,0.0,3.0,100.0,28.6,0.0,0.0,451027.0,130247.0,76500.0,92707.0,N,N
41901,41901,10625.0,0.2305,411.57,RENT,23322.0,Verified,high_risk,n,50.18,0.0,0.0,8.0,0.0,1649.0,15.0,w,8361.35,8361.35,4088.49,4088.49,2263.65,1824.84,0.0,0.0,0.0,0.0,0.0,1.0,Joint App,0.0,0.0,33863.0,0.0,4.0,1.0,4.0,8.0,32214.0,82.0,1.0,2.0,671.0,79.0,3600.0,8.0,1.0,4.0,6.0,4233.0,715.0,60.3,0.0,0.0,158.0,110.0,8.0,8.0,0.0,27.0,8.0,3.0,2.0,3.0,2.0,3.0,9.0,4.0,6.0,3.0,8.0,0.0,0.0,0.0,2.0,84.6,50.0,0.0,0.0,42789.0,33863.0,1800.0,39189.0,N,N
41956,41956,10000.0,0.2565,401.05,MORTGAGE,70000.0,Not Verified,high_risk,n,27.55,0.0,1.0,23.0,0.0,54395.0,47.0,w,8207.55,8207.55,3580.95,3580.95,1792.45,1788.5,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,3347.0,158445.0,1.0,1.0,0.0,1.0,21.0,4913.0,49.0,1.0,3.0,8369.0,58.0,93000.0,2.0,0.0,3.0,5.0,7922.0,21543.0,60.8,0.0,0.0,145.0,457.0,1.0,1.0,1.0,13.0,1.0,0.0,9.0,13.0,12.0,25.0,6.0,19.0,37.0,13.0,23.0,0.0,0.0,0.0,2.0,100.0,27.3,0.0,0.0,204134.0,59308.0,55000.0,10000.0,N,N
41981,41981,20000.0,0.2305,564.39,MORTGAGE,94000.0,Not Verified,high_risk,n,23.83,0.0,0.0,19.0,1.0,22010.0,31.0,w,19047.4,19047.4,3899.51,3899.51,952.6,2946.91,0.0,0.0,0.0,564.39,0.0,1.0,Individual,0.0,0.0,197536.0,3.0,7.0,2.0,3.0,4.0,36631.0,73.0,3.0,5.0,9033.0,63.0,43000.0,0.0,0.0,1.0,9.0,10397.0,8217.0,67.0,0.0,0.0,245.0,61.0,5.0,4.0,2.0,9.0,0.0,0.0,6.0,10.0,6.0,6.0,18.0,10.0,11.0,10.0,19.0,0.0,0.0,0.0,6.0,100.0,16.7,1.0,0.0,233259.0,58641.0,24900.0,50259.0,N,N
42012,42012,15950.0,0.14300000000000002,373.62,RENT,125000.0,Source Verified,high_risk,n,14.47,0.0,1.0,9.0,0.0,13563.0,12.0,w,0.0,0.0,721.9,721.9,139.2,582.7,0.0,0.0,0.0,373.62,0.0,1.0,Individual,0.0,0.0,55257.0,1.0,3.0,1.0,4.0,8.0,41694.0,84.0,1.0,2.0,6075.0,66.0,34000.0,5.0,1.0,2.0,6.0,6140.0,19237.0,41.4,0.0,0.0,20.0,67.0,5.0,5.0,0.0,5.0,5.0,0.0,4.0,4.0,5.0,7.0,4.0,6.0,8.0,4.0,9.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,83921.0,55257.0,32800.0,49921.0,N,N
42038,42038,9000.0,0.1524,313.05,RENT,42000.0,Not Verified,high_risk,n,23.03,0.0,0.0,8.0,0.0,9355.0,18.0,w,8998.11,8998.11,1152.51,1152.51,1.89,1150.62,0.0,0.0,0.0,313.05,0.0,1.0,Individual,0.0,0.0,56953.0,1.0,2.0,1.0,1.0,4.0,47598.0,84.0,1.0,3.0,4075.0,83.0,12600.0,0.0,2.0,3.0,4.0,7119.0,526.0,94.2,0.0,0.0,78.0,78.0,8.0,4.0,0.0,14.0,9.0,0.0,3.0,4.0,3.0,4.0,10.0,6.0,8.0,4.0,8.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,69022.0,56953.0,9100.0,56422.0,N,N
42056,42056,16000.0,0.20550000000000002,428.82,RENT,130000.0,Not Verified,high_risk,n,11.71,0.0,1.0,12.0,0.0,6912.0,25.0,w,14684.61,14684.61,3394.03,3394.03,1315.39,2078.64,0.0,0.0,0.0,428.82,0.0,1.0,Individual,0.0,75.0,168967.0,3.0,6.0,1.0,2.0,6.0,162055.0,109.0,2.0,4.0,4708.0,67.0,22400.0,1.0,4.0,2.0,6.0,14081.0,15488.0,30.9,0.0,0.0,159.0,64.0,4.0,4.0,0.0,4.0,4.0,1.0,6.0,6.0,6.0,7.0,17.0,6.0,7.0,6.0,12.0,0.0,0.0,0.0,3.0,76.0,0.0,0.0,0.0,165476.0,168967.0,22400.0,143076.0,N,N
42088,42088,32000.0,0.11710000000000001,1058.44,RENT,181430.0,Source Verified,high_risk,n,18.53,0.0,1.0,13.0,0.0,30900.0,20.0,f,0.0,0.0,2691.34,2691.34,1499.62,1191.72,0.0,0.0,0.0,297.64,0.0,1.0,Individual,0.0,0.0,59958.0,0.0,3.0,0.0,2.0,20.0,29058.0,41.0,0.0,3.0,7779.0,50.0,48700.0,2.0,0.0,1.0,5.0,4612.0,16529.0,60.5,0.0,0.0,92.0,167.0,14.0,14.0,0.0,14.0,0.0,0.0,8.0,10.0,8.0,8.0,9.0,10.0,11.0,10.0,13.0,0.0,0.0,0.0,0.0,100.0,25.0,0.0,0.0,120481.0,59958.0,41800.0,71781.0,N,N
42121,42121,29000.0,0.1862,1057.47,OWN,75000.0,Not Verified,high_risk,n,20.37,0.0,0.0,17.0,1.0,28470.0,30.0,w,0.0,0.0,4908.68,4908.68,607.49,389.98,0.0,3911.21,704.0178,0.0,0.0,1.0,Individual,0.0,0.0,46468.0,0.0,1.0,0.0,1.0,18.0,17998.0,72.0,2.0,4.0,7411.0,46.0,75900.0,0.0,0.0,1.0,5.0,2733.0,30725.0,47.9,0.0,0.0,18.0,128.0,10.0,10.0,0.0,10.0,10.0,0.0,6.0,8.0,11.0,19.0,1.0,16.0,29.0,8.0,17.0,0.0,0.0,0.0,2.0,100.0,18.2,1.0,0.0,101003.0,46468.0,59000.0,25103.0,N,N
42134,42134,20425.0,0.1308,688.99,RENT,60000.0,Not Verified,high_risk,n,14.36,0.0,0.0,6.0,0.0,11123.0,13.0,w,17138.91,17138.91,4808.09,4808.09,3286.09,1522.0,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,17509.0,0.0,1.0,0.0,1.0,16.0,6386.0,64.0,0.0,0.0,3843.0,48.0,26300.0,1.0,1.0,0.0,1.0,2918.0,15177.0,42.3,0.0,0.0,99.0,158.0,47.0,16.0,0.0,47.0,16.0,0.0,5.0,5.0,5.0,6.0,2.0,5.0,11.0,5.0,6.0,0.0,0.0,0.0,0.0,58.3,20.0,0.0,0.0,36300.0,17509.0,26300.0,10000.0,N,N
42166,42166,15000.0,0.17739999999999997,540.34,OWN,129999.0,Source Verified,high_risk,n,7.71,1.0,1.0,9.0,0.0,12172.0,11.0,w,0.0,0.0,1591.45,1591.45,1013.73,577.72,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,19824.0,0.0,2.0,0.0,2.0,22.0,7652.0,39.0,2.0,4.0,6731.0,54.0,17000.0,4.0,0.0,7.0,6.0,2203.0,4828.0,71.6,0.0,0.0,24.0,94.0,8.0,8.0,0.0,8.0,6.0,0.0,6.0,6.0,7.0,9.0,2.0,7.0,9.0,6.0,9.0,0.0,0.0,0.0,2.0,90.9,28.6,0.0,0.0,36698.0,19824.0,17000.0,19698.0,N,N
42241,42241,25000.0,0.20550000000000002,670.03,MORTGAGE,122000.0,Not Verified,high_risk,n,15.94,0.0,1.0,15.0,0.0,21789.0,17.0,w,24512.05,24512.05,3293.07,3293.07,487.95,2805.12,0.0,0.0,0.0,670.03,0.0,1.0,Individual,0.0,0.0,251294.0,1.0,3.0,1.0,1.0,8.0,50583.0,56.0,3.0,4.0,5683.0,56.0,38600.0,1.0,4.0,8.0,5.0,16753.0,13271.0,46.5,0.0,0.0,46.0,64.0,2.0,2.0,1.0,2.0,2.0,0.0,7.0,9.0,9.0,9.0,5.0,11.0,11.0,9.0,15.0,0.0,0.0,0.0,4.0,100.0,44.4,0.0,0.0,292127.0,72372.0,24800.0,60587.0,N,N
42298,42298,16700.0,0.2565,669.75,RENT,38000.0,Not Verified,high_risk,n,38.16,0.0,1.0,13.0,1.0,28787.0,21.0,w,0.0,0.0,1291.9,1291.9,632.26,659.64,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,50728.0,1.0,1.0,0.0,1.0,20.0,21941.0,80.0,1.0,2.0,7825.0,44.0,89100.0,0.0,1.0,1.0,3.0,3902.0,45360.0,36.9,0.0,0.0,170.0,220.0,1.0,1.0,0.0,24.0,1.0,0.0,7.0,9.0,8.0,14.0,3.0,12.0,18.0,9.0,13.0,0.0,0.0,0.0,1.0,100.0,37.5,1.0,0.0,116575.0,50728.0,71900.0,27475.0,N,N
42330,42330,4500.0,0.0819,141.41,RENT,32000.0,Source Verified,high_risk,n,25.28,0.0,1.0,10.0,0.0,3878.0,26.0,w,3487.97,3487.97,1268.59,1268.59,1012.03,256.56,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,30050.0,3.0,2.0,2.0,2.0,6.0,26172.0,94.0,3.0,4.0,1926.0,58.0,23900.0,2.0,1.0,3.0,6.0,3756.0,11774.0,14.1,0.0,0.0,125.0,178.0,3.0,3.0,1.0,19.0,6.0,0.0,1.0,3.0,4.0,10.0,7.0,8.0,18.0,3.0,10.0,0.0,0.0,0.0,5.0,96.2,0.0,0.0,0.0,51835.0,30050.0,13700.0,27935.0,N,N
42334,42334,30000.0,0.1612,1056.49,RENT,54000.0,Not Verified,high_risk,n,23.56,1.0,1.0,15.0,0.0,14680.0,27.0,w,0.0,0.0,6312.07,6312.07,4055.0,2257.07,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,28553.0,1.0,1.0,0.0,1.0,13.0,13873.0,69.0,1.0,2.0,4415.0,27.0,84800.0,1.0,0.0,1.0,3.0,1904.0,54920.0,15.5,1.0,0.0,13.0,231.0,4.0,4.0,0.0,32.0,4.0,0.0,5.0,8.0,8.0,16.0,1.0,14.0,26.0,8.0,15.0,0.0,0.0,1.0,1.0,96.2,0.0,0.0,0.0,104800.0,28553.0,65000.0,20000.0,N,N
